store_id,carrier_id,commodity,volume,outage_time,delivery_time,reported_via,notes,closing_notes,cause,user_id
18765,89,UNL,573,11/3/17 21:04,11/3/17 22:49,site,573 eta  3 hours wasn't on a driver yet,dealing with allocation issues,6: Supply Disruption,21
18765,89,UNL,574,7/14/17 16:30,7/14/17 18:21,day supply,NULL,should have seen it on the day supply report,2: Carrier Issues,21
18768,149,UNL,686,6/30/17 21:55,6/30/17 22:45,csr,"csr clld in out of reg 686 gallons, called UPT and talked w/Felix eta approx 2 hrs  driver en route not.",carriers were told to keep eye on sites due to holiday sales causing increase of sales.  **also this site has a working ATG,2: Carrier Issues,21
18773,89,DSL,688,11/28/17 8:30,11/28/17 14:29,site called in,"Carrier will attempt to move it up, ETA is a couple of hours...would not give exact time.",NULL,2: Carrier Issues,29
18775,149,UNL,1999,11/8/17 12:30,11/8/17 13:00,phone, 2 hour ETA,"Carrier running behind, trying to catch up from all the supply issues we have been having",6: Supply Disruption,21
18775,149,PNL,1197,10/31/17 13:07,10/31/17 15:19,Phone,"Site shut off pump at 1197, truck was at rack loading with an ETA of 90 minutes, think the site may have shut off prematurely",long lines at terminal,18: Terminal Issue,21
18775,149,DSL,998,7/14/17 14:00,7/14/17 17:17,julie,NULL,should up on the day supply which is sent to carrier,2: Carrier Issues,21
18776,89,PNL,596,11/24/17 23:16,11/25/17 1:26,csr,"csr clld in out of pnl/596 gallons, clld KAG and talked w/Angela, there was to be a load w/pnl on board but pnl never delivered for unknown reason, she is unable to divert a compartment but w/get a load asap and reply to email w/eta",Carrier was suppose to take pnl on the earlier load an did not,2: Carrier Issues,21
18777,89,PNL,1097,10/15/17 18:09,10/15/17 19:58,site,1099 premium   driver will load next - eta 1 1/2 - 2 hours,No known allocation issues or rack issues.,2: Carrier Issues,3
18777,89,UNL,750,9/1/17 23:51,9/2/17 1:18,amoore,750/unl.. called kag eta 2.5 hours..rc,delays at terminal,18: Terminal Issue,21
18778,89,UNL,695,11/24/17 16:21,11/24/17 18:18,site,695 GALLONS  ETA 2.0 HOURS,CARRIER RUNNING BEHIND,2: Carrier Issues,21
18778,89,UNL,807,11/18/17 17:17,11/19/17 5:23,site,sent email,NULL,6: Supply Disruption,29
18779,10,PNL,806,7/14/17 18:00,7/14/17 20:35,day supply,NULL,carrier should have caught on the day supply,2: Carrier Issues,21
18783,89,DSL,698,11/9/17 4:59,11/9/17 8:45,PHONE,698/DSL.. called Kag spoke with Temo eta 7am.. no reason given..rc,very long lines at terminal,18: Terminal Issue,21
18785,10,UNL,1345,11/12/17 15:47,11/12/17 17:40,Telephone,"Carrier was loading fuel to be taken, approximately 2 hours on delivery time",carrier running behind due to still playing catch up,2: Carrier Issues,21
18785,10,UNL,1348,8/14/17 14:10,8/14/17 17:04,fuel pricing,NULL,NULL,2: Carrier Issues,21
18785,10,UNL,2700,9/27/17 16:02,9/27/17 18:28,site,high pump stop but large capacity  driver getting  1354/1356,Site shuts down very early (at 1350/1350)  Carrier has been informed and tanks have been corrected to reflect in TMW.,2: Carrier Issues,3
18786,89,DSL,1005,8/14/17 15:47,8/14/17 21:04,phone,NULL,carrier should have taken diesel on the 8/13 nightshift load - carrier error on dispatching,2: Carrier Issues,22
18786,89,PNL,896,6/30/17 20:12,6/30/17 20:44,6/30/2017 20:12,called kag with no response.. also emailed. waiting on a response,long line at terminal due to our batch being moved back,6: Supply Disruption,21
18786,89,PNL,954,12/1/17 17:42,12/1/17 21:26,site,1000/pnl eta several hours,NULL,2: Carrier Issues,29
18789,126,DSL,562,6/26/17 21:17,6/26/17 22:00,6/26/2017 18:15,ETA given was 11pm - it appears they are out of regular at 616 now at 9:25pm  - they were at 1179 at the time diesel was out- this will be carrier error - no one else could help with this long haul,This is a high volume site with a  working ATG carrier should have had this on their watch list,2: Carrier Issues,21
18789,126,UNL,435,9/24/17 14:22,9/24/17 16:22,Fuel Team,"Site ran out with truck in route, truck was further delayed by fire on the I-87.","Site ran out with truck in route, truck was further delayed by fire on the I-87.",2: Carrier Issues,3
18792,149,UNL,1110,12/5/17 20:44,12/6/17 2:41,MM,498/87 612/87  no answer and didn't go to voice mail  had to send email,NULL,2: Carrier Issues,29
18796,60,UNL,204,10/1/17 11:30,10/1/17 12:46,site called,Carrier stated they are on their way now and should be there in less than an hour.,NULL,1: Bad Sticks,18
18801,60,UNL,100,9/3/17 13:30,9/3/17 14:30,SITE CALLED,"Site has stopped pumping. Carrier did not pick up, emailed eta request.",NULL,21: Extraordinary Event,3
18801,60,ULP,100,9/13/17 22:17,9/13/17 23:17,csr,"site out of md/913 gallons, pnl/790 gallons and dsl/504 gallons out due to supply disruption",NULL,21: Extraordinary Event,3
18802,60,UNL,282,7/10/17 8:15,7/10/17 9:54,ATG Polling Lookup/Day Supply Report,"The associate said that the carrier was supposed to deliver the fuel on Saturday, but it came on Sunday.",AT,2: Carrier Issues,3
18802,60,UNL,771,8/17/17 20:52,8/17/17 22:47,CSR,"Site called in out of reg/772 gallons, clld FR and talked w/Andy, no eta at this time outage per Andy due to loss of drivers, they are trying to get other FR carriers trying to help  emailed FR so Andy can reply w/eta when he gets one. Penn is helping them out.",NULL,2: Carrier Issues,18
18802,60,UNL,283,8/18/17 9:09,8/18/17 10:14,phone,UNL-283 no reason was given,NULL,2: Carrier Issues,18
18802,60,UNL,283,10/28/17 6:18,10/28/17 10:18,site,283/87  eta 2 - 3 hours  drivers called out,No additional notes from carrier,2: Carrier Issues,25
18803,60,DSL,694,11/15/17 19:53,11/16/17 0:48,site,698/dsl  eta 11 pm - midnight,no additional notes from carrier,2: Carrier Issues,25
18804,60,DSL,451,11/1/17 22:55,11/2/17 2:35,csr,"csr clld in out of dsl 451/323 gallons, clld FR and talked w/Amanda driver earlier unable to load dsl due to no allocation, FR had to put on another driver after midnight eta approx 4am",No additional notes.,20: Allocation,25
18804,60,DSL,898,8/27/17 13:15,8/27/17 15:08,site,Carrier stated this site was supposed to be ran by Penn but they were a no show yesterday and today so far - Florida Rock stated they will try getting something to them within the next hour.,NULL,2: Carrier Issues,18
18804,60,DSL,629,8/31/17 12:02,8/31/17 14:07,Phone,No reason provided by carrier for outage,N/A,6: Supply Disruption,18
18805,60,UNL,294,9/2/17 3:06,9/2/17 4:06,csr,"csr clld in out of reg/294 gallons clld Florida Rock no answer, no vc mssg option, sent an email eta pending",N/A,21: Extraordinary Event,9
18805,60,UNL,995,7/21/17 16:37,7/21/17 18:45,site,995/87  in route,NULL,2: Carrier Issues,9
18805,60,UNL,294,9/26/17 12:30,9/26/17 13:56,Phone,Carrier running behind,N/A,2: Carrier Issues,14
18805,60,ULP,327,9/18/17 14:28,9/19/17 16:41,phone,mid is at 327. carrier did not provide a reason as to why the outage occurred  still out 9/19 731am,N/A,21: Extraordinary Event,4
18805,60,UNL,235,10/1/17 13:12,10/1/17 14:19,phone,unl is 235. awaiting carrier response,NULL,2: Carrier Issues,18
18805,60,UNL,826,11/8/17 18:54,11/8/17 19:40,site,nothing was scheduled  - eta  1 1/2 hour,No loads scheduled by carrier prior to outage.,2: Carrier Issues,25
18808,116,UNL,100,9/2/17 13:49,9/2/17 14:49,Phone,Supply issues in region,NULL,21: Extraordinary Event,3
18808,117,UNL,100,9/2/17 14:34,9/2/17 15:34,phone,140 on the unl due to supply issues,NULL,21: Extraordinary Event,3
18808,116,UNL,330,7/14/17 12:40,7/14/17 13:43,site,300 regular  in route 1 hour,CARRIER ERROR,2: Carrier Issues,19
18808,116,UNL,141,8/1/17 18:37,8/1/17 21:38,site,141/87  driver in route  1 1/2 hour,spike of 2k gallons.,2: Carrier Issues,19
18809,60,UNL,100,9/13/17 3:15,9/13/17 4:15,csr,"csr clld in out of reg/200 gallons, clld FR and talked w/James he was unable to assist due to phones have been xfrd to the florida desk at night and not been xfrd back. emailed for an eta.",NULL,21: Extraordinary Event,3
18809,60,UNL,284,10/6/17 5:36,10/6/17 6:36,csr,"csr clld in out of reg 284 gallons, clld FR and talked w/Bobby she said they are falling behind because of several allocation issues last night and long lines, no eta at this time she is trying to prioritize loads and w/reply to an email when she gets an eta",NULL,21: Extraordinary Event,18
18810,60,UNL,100,10/7/17 17:40,10/7/17 18:40,site,347/87 no allocation  - eta pending/hurricane,NULL,21: Extraordinary Event,18
18810,60,UNL,438,10/13/17 8:44,10/13/17 9:45,site called,Driver is on his way and should be there in under 30 mins.,no additional notes from carrier,2: Carrier Issues,25
18810,60,UNL,344,9/26/17 10:02,9/26/17 10:59,Phone,Carrier running behind,ETA was set per order to 12:00  carrier running behind     Outage Review training  ---- LK,2: Carrier Issues,1
18810,60,UNL,343,9/18/17 10:23,9/18/17 11:23,site called,Sent out an eta request to carrier.,N/A,21: Extraordinary Event,27
18810,60,PNL,458,9/10/17 20:23,9/10/17 21:23,site,703/pnl,N/A,21: Extraordinary Event,5
18810,60,ULP,758,9/2/17 9:00,9/2/17 12:20,site,will get later,NULL,21: Extraordinary Event,5
18810,60,UNL,345,8/1/17 22:26,8/1/17 23:06,site,345/87  driver starts at around 4am,NULL,2: Carrier Issues,5
18810,60,UNL,344,8/17/17 19:39,8/17/17 23:24,Supply Team,Carrier stated they are short drivers. They are trying to catch up. Back-up has been arranged to help them out going into the weekend.,NULL,2: Carrier Issues,18
18810,60,UNL,896,9/1/17 22:30,9/1/17 23:30,9/1/2017 2:30,346/unl..called fl rock and emailed.. rc,NULL,21: Extraordinary Event,10
18810,60,UNL,344,8/30/17 8:01,8/30/17 8:29,Site called,"Carrier stated they fell behind with drivers calling out. Also, they were stuck in traffic they would have made it to this site before they ran out. ETA 20 minutes",NULL,2: Carrier Issues,18
18810,60,UNL,743,9/1/17 4:17,9/1/17 5:17,csr,"csr clld in out of reg/743 gallons, clld FR and talked w/Andy eta approx 25 minutes.",NULL,21: Extraordinary Event,9
18810,60,UNL,459,11/10/17 5:33,11/10/17 8:59,csr,"csr clld in out of reg/459 gallons, called FR and talked w/Andy eta approx 1-1.5 hrs, out due to carrier error site not dispatched right",Carrier did not dispatch correctly.,2: Carrier Issues,3
18811,60,UNL,100,9/2/17 5:48,9/2/17 6:48,9/2/2017 20:48,283/unl...,NULL,21: Extraordinary Event,3
18812,60,UNL,100,9/1/17 5:14,9/1/17 6:14,site called in,"Site has stopped pumping, emailed carrier for the ETA.",NULL,21: Extraordinary Event,3
18812,60,UNL,293,8/15/17 15:20,8/15/17 21:51,Supply Called,Supply Disruption,NULL,6: Supply Disruption,18
18814,137,UNL,100,9/8/17 17:10,9/8/17 18:10,site,NULL,NULL,21: Extraordinary Event,3
18817,60,UNL,1517,8/15/17 23:23,8/15/17 23:54,Supply Team,Supply Disruption,NULL,6: Supply Disruption,18
18817,60,UNL,100,9/1/17 19:32,9/1/17 20:32,site,eta after midnight,NULL,21: Extraordinary Event,3
18817,60,UNL,1517,8/31/17 21:45,8/31/17 22:45,csr,csr clld in out of reg 1517/1365 gallons called FR and talked w/Teak early AM no allocation due to pipeline down,NULL,21: Extraordinary Event,3
18820,60,UNL,100,9/2/17 12:45,9/2/17 13:45,site,7inches   veederoot isn't working   eta pending,NULL,21: Extraordinary Event,3
18821,60,UNL,644,7/31/17 13:39,7/31/17 14:39,Fuel Supply,Pushed window,NULL,2: Carrier Issues,19
18822,60,DSL,625,9/27/17 19:49,9/27/17 20:30,site,626/dsl  eta 1 - 1 1/2 hours (truck stop),JP,2: Carrier Issues,3
18823,60,UNL,592,8/17/17 18:38,8/17/17 19:37,email,Driver Shortage,NULL,2: Carrier Issues,19
18823,60,UNL,427,8/24/17 17:37,8/24/17 18:05,EMAIL,second time this site ran out of fuel.  UNL 418,JP,2: Carrier Issues,3
18828,84,UNL,757,6/26/17 8:43,6/26/17 9:54,Jim,ETA Less Than An Hour.,"Wrong Site Number, this was a 270 instead of a 272. This error was noticed on 7/14/2017.",6: Supply Disruption,19
18833,60,UNL,279,7/10/17 9:05,7/10/17 9:57,ATG/Day Supply Report,FL Rock said the tank was down to 1200. The carrier mixed up the loads.,A.T.,2: Carrier Issues,3
18833,60,UNL,100,9/1/17 11:13,9/1/17 12:13,phone,Supply issues due to hurricane.,NULL,21: Extraordinary Event,3
18833,60,UNL,100,9/9/17 10:30,9/9/17 11:30,site called in,"Site stopped pumping. Carrier did not answer the phone, emailed eta request.",NULL,21: Extraordinary Event,3
18833,60,UNL,100,9/12/17 14:00,9/12/17 15:00,site called in,"Site stopped pumping unl, eta request out to carrier.",NULL,21: Extraordinary Event,3
18834,60,UNL,100,9/8/17 13:54,9/8/17 14:54,phone,419 unl prm 600 supply,NULL,21: Extraordinary Event,3
18834,60,UNL,100,9/7/17 8:58,9/7/17 9:58,09/07/17 10:00am,unl/420.. no eta given..rc  prem/857,NULL,21: Extraordinary Event,3
18834,60,UNL,419,9/30/17 7:38,9/30/17 8:43,Supply Team,Carrier stated they had drivers call out.,NULL,2: Carrier Issues,18
18834,60,UNL,420,10/13/17 22:04,10/13/17 22:30,site,420/87 wasn't scheduled??? will get someone on it asap,Didn't have a load planned.,2: Carrier Issues,3
18834,60,UNL,100,9/1/17 0:33,9/1/17 1:33,site,419/87,NULL,21: Extraordinary Event,3
18835,85,UNL,0,7/9/17 23:30,7/10/17 8:30,email,"site's probe was down, however they have been making deliveries without an issue prior to this",TIME IS VALID,3: Unpredictable Sales,19
18835,39,UNL,985,6/29/17 19:30,6/29/17 23:30,email,The Carrier was at a shortage of drivers.,A.T.,2: Carrier Issues,19
18835,84,UNL,287,6/26/17 11:51,6/26/17 12:51,Phone,ATG has not polled UNL since 6/13,A.T.,1: Bad Sticks,3
18836,60,UNL,100,9/1/17 22:03,9/1/17 23:03,site,218/87 eta pending,NULL,21: Extraordinary Event,3
18840,85,UNL,502,6/26/17 8:39,6/26/17 11:08,Email.,Chris Olsen said that there was no product in Macon and they had to get a load from Doraville.,A.T.,6: Supply Disruption,19
18840,85,PNL,100,9/8/17 20:25,9/8/17 21:25,site,341,NULL,21: Extraordinary Event,3
18840,85,UNL,621,11/21/17 19:00,11/21/17 20:00,Emails,Carrier behind.,Carrier did not adjust for the sales spike.,2: Carrier Issues,3
18842,137,UNL,100,9/10/17 20:32,9/10/17 21:32,site,520/87 left message for carrier,NULL,21: Extraordinary Event,3
18843,137,PNL,100,9/10/17 9:20,9/10/17 10:20,site called in,"Site has stopped pumping, emailed eta request to carrier and tagged site.  Could not get in touch with carrier by phone.",NULL,21: Extraordinary Event,3
18846,137,UNL,435,10/20/17 18:03,10/20/17 18:37,sit,458/87  no answer left message and sent email,no additional notes from carrier,2: Carrier Issues,25
18847,60,UNL,613,7/8/17 14:02,7/8/17 15:31,phone,The Driver called the Carrier and said that Circle K ran out of fuel. (3),AT,3: Unpredictable Sales,3
18849,60,UNL,392,11/13/17 7:40,11/13/17 8:48,phone,"called fl rock .. driver is in route,, she advised ATG not working.. rc",Carrier was unable to see the readings.,1: Bad Sticks,3
18850,60,UNL,100,9/12/17 17:39,9/12/17 18:39,site,532,NULL,21: Extraordinary Event,3
18851,60,UNL,100,9/15/17 18:19,9/15/17 19:19,csr,"csr clld in out of reg/491 gallons, clld FR and talked w/Teak eta approx 2-3hrs  unknown",NULL,21: Extraordinary Event,3
18851,60,UNL,100,9/8/17 12:46,9/8/17 13:46,phone,640 unl   516 prm due to supply,NULL,21: Extraordinary Event,3
18853,60,UNL,100,9/2/17 16:28,9/2/17 17:28,site,324/87 eta pending,NULL,21: Extraordinary Event,3
18857,65,UNL,100,9/6/17 21:17,9/6/17 22:17,csr,"csr clld in out of reg/508 gallons, tmw 976792, emailed FR for possible eta",NULL,21: Extraordinary Event,3
18857,65,UNL,306,10/6/17 18:39,10/6/17 19:39,csr,"csr clld in out of reg 306 gallons, clld FR and talked w/Bill there is no eta at this time  he said sometime tomorrow, out due to Hurricane Nate panic buying sales increase  this site is number 24 on the priority list.",NULL,21 Extraordinary Event,18
18860,65,UNL,100,9/6/17 12:35,9/6/17 13:35,Phone,Panic Buying due to Irma,NULL,21: Extraordinary Event,3
18862,65,UNL,200,10/6/17 16:56,10/6/17 17:56,phone,unl is 200 40th on list,NULL,21 Extraordinary Event,18
18863,65,UNL,300,10/6/17 13:33,10/6/17 14:33,phone,unl is at 300 due to storm,NULL,21 Extraordinary Event,18
18863,65,UNL,350,10/7/17 14:34,10/7/17 15:34,phone,unl is 7inchs terminal is shut down. 350 gals,NULL,21 Extraordinary Event,18
18865,99,PNL,100,9/1/17 22:00,9/1/17 23:00,site called in,Carrier stated there is no bp for products.,NULL,21: Extraordinary Event,3
18866,152,UNL,1,9/7/17 7:47,9/7/17 8:47,Joe Bair,Hurricane,Hurricane,21: Extraordinary Event,3
18866,152,UNL,1,9/29/17 7:45,9/29/17 8:45,Joe Bair,#allocation due to Hurricane.,JP,21: Extraordinary Event,3
18866,152,UNL,996,9/27/17 19:42,9/28/17 9:28,DBM,Outage,#longoutage,2: Carrier Issues,3
18870,150,UNL,351,12/4/17 4:50,12/4/17 11:40,phone,"called upt got a busy signal, sent out email.. rc",Twm fix console connection issues.,10: Technology,25
18872,80,UNL,617,9/20/17 14:59,9/20/17 15:32,Market Manager,Carrier stated they are trying to play catch up from all the issues/allocation problems in Birmingham. They shifted some things around to get fuel to this within the hour. ETA 1600,NULL,2: Carrier Issues,18
18872,150,UNL,289,7/17/17 12:22,7/17/17 13:26,phone,unl is at 289 no reason given,NULL,2: Carrier Issues,18
18872,150,UNL,287,7/17/17 12:52,7/17/17 14:59,phone,UNL-287 ETA- 1.5 hours,NULL,2: Carrier Issues,9
18878,150,UNL,298,10/2/17 8:24,10/2/17 9:03,phone,298/unl.. called carrier it is on a driver this morning 1st out... no further information was given ..rc,NULL,2: Carrier Issues,18
18878,151,DSL,245,11/29/17 13:02,11/29/17 19:04,Phone,"Carrier dropped load of UNL, needed to come back for PNL and DSL. 2 hour ETA",no additional notes from carrier,2: Carrier Issues,25
18881,30,UNL,688,10/15/17 15:31,10/15/17 22:20,phone,688 on the unl no reason provided,no additional notes from carrier,2: Carrier Issues,25
18884,100,UNL,800,7/19/17 3:52,7/19/17 4:52,csr,per mgr Mukhtar Khan no delivery until further notice due to construction work on all tanks. send7.17.17 at 455pm.,Construction onsite,8: Maintenance,7
18885,75,UNL,238,7/21/17 20:35,7/21/17 21:35,site,238/87  rental truck with out gps so eta is pending,NULL,2: Carrier Issues,18
18886,150,UNL,639,9/8/17 20:48,9/8/17 21:13,CSR,"csr clld in out of reg/639 gallons, no avail dispatcher in Shreveport or Houston office  per Damen in UPT Oklahoma unable to help w/UPT",NULL,2: Carrier Issues,9
18886,151,UNL,528,11/3/17 23:53,11/4/17 8:20,site,1028/87 no answer at Houston or the Louisiana number - I waited on hold but no answer I sent email to Houston and to Shrevport,No additional notes from carrier,2: Carrier Issues,25
18893,142,UNL,819,10/30/17 15:23,10/30/17 20:13,site via phone,out of 87/819 - apprx eta 2 hrs lifting from Pt Allen Placid to deduce down time.  Also gave to Ryan to see if he could find a carrier to drop a compartment.,out of 87/819 - apprx eta 2 hrs lifting from Pt Allen Placid to deduce down time.  Also gave to Ryan to see if he could find a carrier to drop a compartment.  Possible sales increase,2: Carrier Issues,25
18898,150,UNL,307,9/8/17 14:25,9/8/17 15:03,site,7 inches,NULL,2: Carrier Issues,18
18898,150,UNL,407,9/25/17 12:20,9/25/17 14:13,phone,unl is at 407. upt will not answer,NULL,2: Carrier Issues,18
18900,150,UNL,306,10/28/17 19:47,10/29/17 0:14,site,305/87  no answer - sent email,no additional notes from carrier,2: Carrier Issues,25
18900,150,UNL,307,11/25/17 23:51,11/26/17 8:36,PHONE,called upt.. no answer and no vm set up..also emailed for an ETA.. rc,No additional notes from carrier,2: Carrier Issues,25
18902,150,UNL,449,9/24/17 19:05,9/24/17 20:13,phone,unl 449 carrier did not answer via phone,NULL,2: Carrier Issues,18
18902,150,UNL,589,7/16/17 20:40,7/16/17 21:42,Site Called in,carrier running behind,NULL,2: Carrier Issues,18
18902,150,UNL,615,7/9/17 11:06,7/9/17 12:19,Site called in,Carrier Error.,A.T.,2: Carrier Issues,3
18902,150,UNL,287,7/2/17 7:31,7/2/17 7:54,Site Called in,UPT dropped the ball.,A.T.,2: Carrier Issues,17
18902,150,DSL,419,6/27/17 8:30,6/27/17 9:26,Phone,"The store associate said that the shell-motiva sites for loading were 2 hours from site 6289, and the loading process takes 4-5 hours minimum.",The shortage of drivers caused this issue and this site will be closely monitored for fuel dispatch teams moving forward.,2: Carrier Issues,3
18920,105,UNL,265,12/2/17 18:06,12/2/17 22:21,site,not sure of the gallons eta given earlier was 8pm site has 2 tanks  and one has 5000 - Klemm will call site and tell them to switch over the tanks.,. Per manager onsite Maintenance was out there yesterday to repair manifold  Time valid per ATG,8: Maintenance,7
18937,105,UNL,902,7/9/17 22:00,7/9/17 23:29,phone,per site both tank are down- tank #1-2877 tank #2 988- all unled pumps are down,T2 shutdown stopped T1 pumping as well. Tanks not drawing down evenly.,8: Maintenance,7
18940,105,UNL,481,11/22/17 14:04,11/22/17 18:17,Phone,No reason provided by carrier dispatch,"Original Eta given was 4:15, no reason for late delivery given  Time valid per ATG",2: Carrier Issues,7
18946,105,PNL,961,6/17/17 21:35,6/18/17 3:35,audit,coding as carrier error pending the requested response from carrier with reason for outage...TLD,coding as carrier error pending the requested response from carrier with reason for outage...TLD,2: Carrier Issues,14
18949,105,PNL,745,7/22/17 22:02,7/23/17 6:31,Audit,Carrier error pending carrier response,Carrier error pending carrier response,2: Carrier Issues,7
18953,102,UNL,873,11/1/17 20:30,11/2/17 8:20,PHONE,"873/UNL.. site had called yesterday and were given an ETA  of 1130 pm, site Management called this morning and still no delivery, I called klemm and they don't know why this was not delivered last night, ETA given 2 hours.. rc",Carrier not sure why this was missed.  Time valid per TMW and ATG,2: Carrier Issues,7
18954,105,PNL,417,7/6/17 3:56,7/6/17 8:30,Email,Higher sales at site for last week due to special event. Carrier not stepping up deliveries to stay ahead of demand.,NULL,3: Unpredictable Sales,15
18955,105,ULP,653,6/19/17 8:06,6/19/17 10:00,emailed,Allocation,Allocation issues all week.,20: Allocation,7
18963,105,PNL,795,6/18/17 1:18,6/18/17 6:17,Audit,coding as carrier error pending the requested response from carrier with reason for outage...TLD,coding as carrier error pending the requested response from carrier with reason for outage...TLD,2: Carrier Issues,14
18968,75,UNL,463,7/17/17 18:00,7/17/17 20:01,site,463/87   ETA any minute,NULL,2: Carrier Issues,18
18971,150,DSL,726,7/2/17 9:14,7/6/17 11:26,Phone,ETA 2.5 hours,AT,2: Carrier Issues,3
18973,150,UNL,1061,7/9/17 9:53,7/9/17 11:31,Site Called in,The site was out between 2:02 PM -4:02 PM according to the inventory research platform in SSRS reports.,AT,2: Carrier Issues,3
18973,75,UNL,1061,7/15/17 11:30,7/15/17 12:30,site,1061/87  ETA 20 minutes,NULL,2: Carrier Issues,18
18973,75,UNL,900,7/21/17 17:30,7/21/17 21:36,site,900,NULL,2: Carrier Issues,4
18984,77,UNL,730,7/6/17 9:00,7/6/17 14:30,email,"site has ATG and two 10,000 reg tanks, carrier receives via email inventories throughout the day, had a couple drivers call in sick",NULL,2: Carrier Issues,23
18988,77,UNL,1133,7/5/17 9:30,7/5/17 11:00,email,ATG review sent by Patty night b/4 at 9 pm,"carrier receives email of inventories several times throughout day, site has ATG, site has 12,000g reg tank",2: Carrier Issues,23
18988,77,UNL,786,9/29/17 11:00,9/29/17 13:00,SITE,"site has 12,000g regular tank...site emailed gas readings to carrier and advised need fuel as VP was making a visit today..... I sent an ETA request... and site was loaded and on the way....the site is 18 miles away from terminal",NULL,2: Carrier Issues,23
18988,77,UNL,1042,10/8/17 19:00,10/8/17 21:45,Site called in,"Store has had an outage with UNL for the past 30 minutes   ETA Needed ASAP, requested via email",NULL,2: Carrier Issues,23
18988,77,UNL,1133,11/10/17 19:04,11/11/17 6:00,csr,"csr clld in out of reg/1133 gallons, pump runout 1210 gallons called JOC no answer left vc mssg, and sent an email for an eta, unknown reason for out at this tiem...site has atg...12,000g reg tank",ATG has been down for weeks and site does not report readings daily despite numerous requests,1: Bad Sticks,29
18989,77,DSL,494,9/8/17 0:40,9/8/17 23:04,site called in,"Site stopped pumping, emailed eta request.",NULL,21: Extraordinary Event,29
18993,77,DSL,1503,9/14/17 18:15,9/16/17 0:05,ATG Review,NULL,1503 Combined Vol for 3 DSL tanks,21: Extraordinary Event,23
18993,77,UNL,648,9/16/17 11:30,9/16/17 21:19,ATG Review,NULL,NULL,21: Extraordinary Event,23
18993,77,UNL,1555,9/5/17 12:00,9/7/17 1:16,csr,csr clld in out of reg 906/649 gallins clld JOC but the phone w/not take prompts sent email for eta if possible. out due to hurricane Harvey,Volume for 2 UNL tanks,21: Extraordinary Event,29
18993,77,UNL,1555,9/1/17 16:00,9/2/17 0:51,ATG Review,NULL,NULL,21: Extraordinary Event,29
18993,77,UNL,905,11/5/17 18:47,11/5/17 19:48,Phone call,"Emailed Carrier for ETA since 6 hours ago, yet to receive ETA and as of now the site is out of UNL.   JN",NULL,2: Carrier Issues,29
18995,77,PNL,343,7/4/17 19:14,7/4/17 20:14,site,343 gallons...they received a delivery of regular earlier in the day....that is all that was forecasted??  carrier said they would find a site to drop a compartment to them as soon as possible,"carrier receives email of inventories several times through day, site is Atg",2: Carrier Issues,23
18996,77,UNL,293,7/4/17 23:30,7/5/17 9:45,csr,"csr clld in out of reg/293 gallons, waiting for a reply on an eta TMW 799186, carrier was emailed night b/4 at 8:30 pm with low level by us","carrier receives email several times a day with inventory, site has ATG, site has 12,000g reg tank",2: Carrier Issues,23
18996,77,UNL,293,10/11/17 10:55,10/11/17 11:15,phone,"377/unl.. called Johnson spoke with kara, driver is on his way, she was not able to get into her computer for more information... rc  SITE HAS ATG AND 12,000G REGULAR TANK..CARRIER RECEIVES UPDATED INVENTORY SEVERAL TIMES THROUGHOUT THE DAY",NULL,2: Carrier Issues,23
18996,77,UNL,292,10/20/17 13:05,10/20/17 14:00,site called,"ETA from previous time should be correct and should be on site fairly shortly.  SITE HAS ATG AND 12,000G REGULAR TANK, NO NEED FOR THE SITE TO HAVE RUN OUT",NULL,2: Carrier Issues,23
18997,77,UNL,401,11/17/17 4:50,11/17/17 14:00,phone,"Site advised their system has been down for a few days so their readings were not coming through. Emailed Johnson for ETA because they didn't answer phone. We tried calling site the day before to ask for readings & fax was on, emailed them as well",NULL,1: Bad Sticks,23
18997,77,DSL,296,7/14/17 13:30,7/14/17 14:00,email,"Site has ATG and sells on average 3000g a day of dsl, carrier said the site tripled on thier sales but I don't see it",NULL,2: Carrier Issues,23
18998,77,UNL,334,8/25/17 4:48,8/27/17 17:40,csr,"csr clld in out of reg/334 gallons, clld JOC and left a vc mssg for eta call back and sent email as well.  hurricane area",NULL,21: Extraordinary Event,23
18999,77,UNL,414,8/30/17 8:31,8/31/17 2:50,phone,"Hurricane Harvey - no supply available, carrier unable to provide ETA at this time",NULL,21: Extraordinary Event,23
18999,77,UNL,414,8/29/17 15:02,8/31/17 2:50,site call,"out of unleaded 293 and low pnl 788 gallons, no eta due to the situation in Texas",NULL,21: Extraordinary Event,29
19003,56,UNL,101,9/6/17 21:50,9/6/17 21:50,csr,"csr clld in out of reg/809, 9.6.2017 am shift out due to hurricane Irma panic buying sales increase",NULL,21: Extraordinary Event,11
19004,56,UNL,101,9/6/17 22:05,9/6/17 22:05,csr,"csr clld in out of reg 304/1219 gallons, 9.6.2017 am shift out due to hurricane Irma panic buying sales increase",NULL,21: Extraordinary Event,11
19004,56,PNL,451,9/6/17 7:48,9/7/17 11:50,site called in,"Site is completely out of all products, sent eta request to carrier.",Hurricane,21: Extraordinary Event,28
19004,56,UNL,101,9/5/17 17:29,9/5/17 17:29,Phone,"Irma panic no supply, unable to provide outage volume, no atg, did not get volume from CSR",NULL,21: Extraordinary Event,11
