site_id,region_id,carrier_id,shipper_id,phone,address,city,state,brand,supplier,loading_numbers,mm_dbm,manager_phone,notes,miles,co_de,active,email
2705320,1,10,274,480-807-9096,4420 East Southern Avenue,Mesa,AZ,CIRCLE K,CIRTEM,554804,Kyle Tolman,480-734-0820,NULL,30.7,C,Y,str05320@circlek.com
2705321,3,20,16,727-861-5406,9827 Little Rd,New Pt Richey,FL,Shell,SHELLBR,Sold to:12317916 Ship to:10048530,Brian Schallenberg,NULL,NULL,43.5,C,Y,str05321@circlek.com
2705322,1,149,274,623-580-8890,24838 N 35Th Ave,Phoenix,AZ,Shell,SHELLBR,557049,Oscar Delgado,602-459-6655,NULL,23.1,C,Y,str05322@circlek.com
2705323,18,8,202,505-890-9347,8311 Golf Course Road Northwest,Albuquerque,NM,Shell,SHELLBR,453445,Cathy Jasielski,NULL,NULL,56.1,C,Y,str05323@circlek.com
2705325,1,126,274,623-587-7043,20202 N 7Th Ave,Phoenix,AZ,CIRCLE K,CIRTEM,554677,Robert Mayer,623-210-0736,NULL,20.7,C,Y,str05325@circlek.com
2705326,1,89,274,928-636-9827,1910 N Hwy 89,Chino Valley,AZ,Shell,SHELLBR,564539,Jason Hollister,623-680-8211,NULL,111.4,C,Y,str05326@circlek.com
2705333,3,46,16,305-292-9930,1890 N Roosevelt Blvd,Key West,FL,Exxon,UNKNOWN,Ship To # 417581,Chris Ross,NULL,NULL,186.5,C,Y,str05333@circlek.com
2705334,12,122,2,706-793-6954,2572 Lumpkin Rd,Augusta,GA,Shell,SHELLBR,257471,James Miller ,706-799-8273,NULL,14.8,C,Y,str05334@circlek.com
2705337,12,122,2,706-733-9581,2702 Wrightsboro Rd,Augusta,GA,Shell,SHELLBR,257472,Robin Donoho ,318-207-0742,NULL,11.5,C,Y,str05337@circlek.com
2705338,3,46,16,561-747-3381,126 W Indiantown Rd,Jupiter,FL,CIRCLE K,UNKNOWN,Various FL - Tempe,Howard Aubert,NULL,NULL,64.7,C,Y,str05338@circlek.com
2705341,12,122,2,706-796-2266,3603 Peach Orchard Rd,Augusta,GA,Shell,SHELLBR,257474,James Miller ,706-799-8273,NULL,16.8,C,Y,str05341@circlek.com
2705342,12,122,2,706-863-2273,4473 Columbia Rd,Augusta,GA,Shell,SHELLBR,257475,Robin Donoho ,318-207-0742,NULL,13.5,C,Y,str05342@circlek.com
2705343,12,122,2,706-868-6972,3934 Washington Rd,Augusta,GA,Shell,SHELLBR,257476,Robin Donoho ,318-207-0742,NULL,11,C,Y,str05343@circlek.com
2705346,12,123,2,912-966-0568,2404 Dean Forrest Rd,Savannah,GA,Shell,SHELLBR,10071629 - 12331435,Lynn Harn,912-220-5499,NULL,236.3,C,Y,str05346@circlek.com
2705347,12,122,2,803-776-2450,2807 Atlas Rd,Columbia,SC,Shell,SHELLBR,257478,Paul Montgomery ,803-206-0083,NULL,68.1,C,Y,str05347@circlek.com
2705348,12,122,2,803-279-0412,5412 Jefferson Davis Hwy,Beech Island,SC,Shell,SHELLBR,257479,heryl McLeod ,803-646-3249,NULL,6.8,C,Y,str05348@circlek.com
2705350,12,122,2,803-278-3124,115 Laurel Lake Dr,North Augusta,SC,Shell,SHELLBR,257481,Cynthia Porter,803-270-5359,NULL,0.3,C,Y,str05350@circlek.com
2705351,12,122,2,803-649-1987,1014 E Pine Log Rd,Aiken,SC,Shell,SHELLBR,257482,John Campbell ,803-479-6388,NULL,20.5,C,Y,str05351@circlek.com
2705352,12,123,2,912-964-9448,7110 Hwy 21,Port Wentworth,GA,Shell,SHELLBR,10071629 - 12331429,Lynn Harn,912-220-5499,NULL,238,C,Y,str05352@circlek.com
2705359,12,120,72,704-821-9404,13024 E Independence Blvd,Stallings,NC,CIRCLE K,CIRTEM,257362,0,NULL,NULL,-1,NULL,N,str05359@circlek.com
2705361,12,122,2,803-731-4986,3004 Broad River Rd,Columbia,SC,Shell,SHELLBR,257484,Jaime Morgan ,803-320-3151,NULL,60.9,C,Y,str05361@circlek.com
2705363,17,40,86,843-766-0977,2407 Ashley River Rd,Charleston,SC,Shell,UNKNOWN,0,Chris Houck,NULL,NULL,19.3,C,Y,str05363@circlek.com
2705365,12,122,2,706-855-9729,3744 Wheeler Rd,Augusta,GA,Shell,SHELLBR,257485,Robin Donoho ,318-207-0742,NULL,12.4,C,Y,str05365@circlek.com
2705367,12,122,2,706-595-9840,1786 Washington Rd,Thomson,GA,CIRCLE K,CIRTEM,257486,Rene Rosado  ,706-614-3103,NULL,35.3,C,Y,str05367@circlek.com
2705368,12,122,2,803-641-0028,315 Hitchcock Pkwy,Aiken,SC,Shell,SHELLBR,257487,heryl McLeod ,803-646-3249,NULL,15.8,C,Y,str05368@circlek.com
2705369,12,44,2,803-791-4903,2208-C Edmund Hwy,Springdale,SC,Shell,SHELLBR,257488,Paul Montgomery ,803-206-0083,NULL,59.7,C,Y,str05369@circlek.com
2705370,12,125,16,864-599-5208,9580 Ashville Hwy I-176,Inman,SC,Shell,SHELLBR,257526, Craig Pembroke,704-441-3682,NULL,12.2,C,Y,str05370@circlek.com
2705371,12,122,2,803-438-6572,896 Hwy 1 South,Lugoff,SC,CIRCLE K,CIRTEM,257489, Stacy Winne ,803-463-3070,NULL,192.5,C,Y,str05371@circlek.com
2705372,12,122,2,706-724-4686,1488 Reynolds St,Augusta,GA,Shell,SHELLBR,257490,heryl McLeod ,803-646-3249,NULL,8.1,C,Y,str05372@circlek.com
2705373,12,122,2,706-650-9013,261 FURYS FERRY RD,Augusta,GA,Shell,SHELLBR,257491,Cynthia Porter,803-270-5359,NULL,8.7,C,Y,str05373@circlek.com
2705374,12,122,2,706-210-1573,5101 Wrightsboro Rd,Grovetown,GA,Shell,SHELLBR,257492,Robin Donoho ,318-207-0742,NULL,18,C,Y,str05374@circlek.com
2705375,12,122,2,706-869-0408,695 FURYS FERRY RD,Augusta,GA,Shell,SHELLBR,257493,Cynthia Porter,803-270-5359,NULL,11.4,C,Y,str05375@circlek.com
2705376,12,42,132,912-267-1500,4041 Community Rd,Brunswick,GA,Shell,SHELLBR,12564170 - 12479747,Lynn Harn,912-220-5499,NULL,68.3,C,Y,str05376@circlek.com
2705377,12,122,2,803-642-1869,2645 Columbia Hwy N,Aiken,SC,Shell,SHELLBR,257494,John Campbell ,803-479-6388,NULL,17.1,C,Y,str05377@circlek.com
2705378,12,122,2,706-210-8608,602 Scott Nixon Memorial Dr,Augusta,GA,Shell,SHELLBR,257495,Robin Donoho ,318-207-0742,NULL,10.8,C,Y,str05378@circlek.com
2705379,12,123,2,912-961-9390,8900 White Bluff Rd,Savannah,GA,Shell,SHELLBR,10071629 - 12331430,Lynn Harn,912-220-5499,NULL,244.7,C,Y,str05379@circlek.com
2705381,12,122,2,706-860-2626,4256 Washington Rd,Evans,GA,Shell,SHELLBR,257502,Robin Donoho ,318-207-0742,NULL,13,C,Y,str05381@circlek.com
2705382,12,122,2,706-650-9070,403 S Belair Rd,Augusta,GA,Shell,SHELLBR,257503,Robin Donoho ,318-207-0742,NULL,13.5,C,Y,str05382@circlek.com
2705385,12,44,2,843-837-1626,1565 Fording Island Road,Bluffton,SC,Shell,SHELLBR,10071629 - 12331466,Norman Fabiano ,843-338-8157,NULL,237.1,C,Y,str05385@circlek.com
2705386,12,123,2,843-521-0943,114 Sea Island Pkwy,Beaufort,SC,CIRCLE K,CIRTEM,0,Michael Tade,704-215-3848,NULL,226.6,C,Y,str05386@circlek.com
2705387,12,125,2,864-576-6625,1796 E Blackstock Rd,Moore,SC,Exxon Mobil,EXMOBIL,415727,Roger Blow ,864-764-0642,NULL,8.6,C,Y,str05387@circlek.com
2705388,12,125,16,864-949-8185,592 East Main St,Duncan,SC,Shell,SHELLBR,257528,Roger Blow ,864-764-0642,NULL,80.1,C,Y,str05388@circlek.com
2705389,12,122,2,803-535-6514,2744 N Rd / Hwy 178,Orangeburg,SC,Shell,SHELLBR,257504,Paul Montgomery ,803-206-0083,NULL,63.9,C,Y,str05389@circlek.com
2705390,12,125,2,864-433-0113,1696 E Main St,Duncan,SC,Exxon Mobil,EXMOBIL,415727,Roger Blow ,864-764-0642,NULL,15.9,C,Y,str05390@circlek.com
2705391,12,44,2,843-837-2481,1380 Fording Island Rd,Bluffton,SC,Shell,SHELLBR,10071629 - 12331467,Norman Fabiano ,843-338-8157,NULL,236,C,Y,str05391@circlek.com
2705392,12,42,132,912-634-8900,3801 Frederica Rd,St Simons Island,GA,Shell,SHELLBR,12564170 - 12481076,Lynn Harn,912-220-5499,NULL,77.5,C,Y,str05392@circlek.com
2705393,1,97,201,702-432-8389,3401 Boulder Hwy,Las Vegas,NV,Shell,SHELLBR,464514,Barbara Stephens,702-468-7467,NULL,9.9,C,Y,str05393@circlek.com
2705394,1,97,201,702-566-1260,100 S Boulder Hwy,Henderson,NV,Shell,SHELLBR,464508,Bill Jensen,702-245-7137,NULL,20.7,C,Y,str05394@circlek.com
2705395,1,97,201,702-471-1128,1140 E Charleston Blvd,Las Vegas,NV,CIRCLE K,SHELLBR,464509,Donna Miner,702-275-0758,NULL,12,C,Y,str05395@circlek.com
2705397,1,97,201,702-740-7983,1212 E Tropicana Ave,Las Vegas,NV,CIRCLE K,CIRTEM,464505,Bill Jensen,702-245-7137,NULL,17.5,C,Y,str05397@circlek.com
2705399,1,126,201,702-382-4164,2308 Las Vegas Boulevard South,Las Vegas,NV,CIRCLE K,CIRTEM,464506,Barbara Stephens,702-468-7467,NULL,12.7,C,Y,str05399@circlek.com
2705400,1,10,274,480-785-7951,7351 West Chandler Boulevard,Chandler,AZ,CIRCLE K,CIRTEM,554546,Andy Kim,480-253-7753,NULL,22.7,C,Y,str05400@circlek.com
2705401,1,89,274,480-464-5725,417 S Dobson Rd,Mesa,AZ,CIRCLE K,CIRTEM,554547,Juan Ruiz,480-232-9453,NULL,20.9,C,Y,str05401@circlek.com
2705405,1,89,274,602-242-1881,2515 W Glendale Ave,Phoenix,AZ,CIRCLE K,CIRTEM,554548,Jason Rider,602-448-7517,NULL,10,C,Y,str05405@circlek.com
2705407,1,10,274,602-272-7248,4259 West McDowell Road,Phoenix,AZ,CIRCLE K,CIRTEM,554549,Scott Lurth,480-406-7508,NULL,2.4,C,Y,str05407@circlek.com
2705408,1,10,274,602-275-4376,4403 East Van Buren Street,Phoenix,AZ,Shell,SHELLBR,557050,John Moreno,480-458-8457,NULL,12.1,C,Y,str05408@circlek.com
2705409,1,89,274,623-849-5306,8249 West Indian School Road,Phoenix,AZ,CIRCLE K,CIRTEM,554551,Brian Kase,480-283-3455,NULL,6.7,C,Y,str05409@circlek.com
2705410,1,89,274,480-614-9871,8890 E Shea Blvd,Scottsdale,AZ,CIRCLE K,CIRTEM,554552,Shelby Jantvold,602-350-6493,NULL,29.2,C,Y,str05410@circlek.com
2705415,1,18,11,520-323-3939,3840 E 22Nd St,Tucson,AZ,CIRCLE K,CIRTEM,555117,Becky Glenn,520-370-3627,NULL,2.3,C,Y,str05415@circlek.com
2705423,15,153,298,916-726-4917,7796 Sunrise Blvd,Citrus Heights,CA,CIRCLE K,CIRTEM,12334485,0,NULL,NULL,19.9,C,Y,str05423@circlek.com
2705432,15,153,113,CLOSED,899 Hawthorne St,Monterey,CA,CLOSED,NULL,12334479,0,NULL,SITE IS CLOSED 3/4/16,0,NULL,N,CLOSED
2705537,1,96,11,520-744-6704,4900 W Ina Rd,Marana,AZ,CIRCLE K,CIRTEM,555118,0,NULL,NULL,16.3,NULL,Y,str05537@circlek.com
2705540,1,96,11,520-294-1084,1555 West Valencia,Tucson,AZ,CIRCLE K,CIRTEM,555102,Michael Rhea,520-306-0390,NULL,8.6,C,Y,str05540@circlek.com
2705544,1,89,274,623-362-0695,8326 W Union Hills Dr,Peoria,AZ,CIRCLE K,CIRTEM,554599,James Cureton,602-320-6972,NULL,20.7,C,Y,str05544@circlek.com
2705545,1,10,274,602-494-2810,18441 North Tatum Boulevard,Phoenix,AZ,CIRCLE K,CIRTEM,554709,Bill Street,623-628-0738,NULL,24.4,C,Y,str05545@circlek.com
2705547,1,10,274,602-862-9503,625 West Bell Road,Phoenix,AZ,CIRCLE K,CIRTEM,554686,Robert Mayer,623-210-0736,NULL,18.8,C,Y,str05547@circlek.com
2705549,1,89,274,480-785-1763,4939 E Ray Rd,Phoenix,AZ,CIRCLE K,CIRTEM,554553,0,NULL,NULL,23,C,Y,str05549@circlek.com
2705573,1,10,274,623-878-1850,8319 West Bell Road,Peoria,AZ,CIRCLE K,CIRTEM,554569,James Cureton,602-320-6972,NULL,19.4,C,Y,str05573@circlek.com
2705576,1,89,274,623-825-1127,24831 N  67Th Ave,Phoenix,AZ,CIRCLE K,CIRTEM,554600,Oscar Delgado,602-459-6655,NULL,25.9,C,Y,str05576@circlek.com
2705579,1,96,11,520-798-3215,655 West 22nd Street,Tucson,AZ,CIRCLE K,CIRTEM,555103,Becky Glenn,520-370-3627,NULL,6,C,Y,str05579@circlek.com
2705580,12,122,2,803-442-5802,226 Georgia Ave,North Augusta,SC,Shell,SHELLBR,257505,heryl McLeod ,803-646-3249,NULL,7,C,Y,str05580@circlek.com
2705581,12,122,2,706-738-7419,2631 Wrightsboro Rd,Augusta,GA,Shell,SHELLBR,257506,Robin Donoho ,318-207-0742,NULL,12,C,Y,str05581@circlek.com
2705582,12,122,2,706-736-2147,2916 Washington Rd,Augusta,GA,Shell,SHELLBR,257507,Cynthia Porter,803-270-5359,NULL,8.1,C,Y,str05582@circlek.com
2705584,12,122,2,706-722-6935,1501 Laney Walker Rd,Augusta,GA,Shell,SHELLBR,257508,James Miller ,706-799-8273,NULL,10.3,C,Y,str05584@circlek.com
2705586,12,122,2,706-541-9247,1825 Appling Harlem Dr,Appling,GA,Shell,SHELLBR,257509,Rene Rosado  ,706-614-3103,NULL,26.6,C,Y,str05586@circlek.com
2705587,12,122,2,706-860-8463,4649 Washington Rd,Evans,GA,Shell,SHELLBR,257510,Robin Donoho ,318-207-0742,NULL,15.6,C,Y,str05587@circlek.com
2705588,12,122,2,803-278-0130,1132 W Martintown Rd,North Augusta,SC,Shell,SHELLBR,257511,Cynthia Porter,803-270-5359,NULL,4.8,C,Y,str05588@circlek.com
2705594,1,28,275,928-704-9404,2425 Adobe Rd,Bullhead City,AZ,CIRCLE K,CIRTEM,554837,Butch Moore,928-243-4024,NULL,225.7,C,Y,str05594@circlek.com
2705598,1,149,274,480-575-8974,6210 E Cave Creek Rd,Cave Creek,AZ,CIRCLE K,CIRTEM,554651,Rey Zelaya,602-541-6229,NULL,36.2,C,Y,str05598@circlek.com
2705619,15,155,24,310-325-5406,1150 W Pacific Coast Hwy,Harbor City,CA,Mobil,EXMOBIL,none needed,0,NULL,NULL,19.4,C,Y,str05619@circlek.com
2705659,15,81,24,562-948-2945,8451 Slauson Ave,Pico Rivera,CA,ExMobil,EXMOBIL,2705659,0,NULL,NULL,7.4,C,Y,str05659@circlek.com
2705705,15,133,11,951-738-8935,304 S Main St,Corona,CA,Mobil,EXMOBIL,558899,0,NULL,NULL,20.9,C,Y,str05705@circlek.com
2705708,15,11,11,619-422-3618,98 Bonita Rd,Chula Vista,CA,Mobil,EXMOBIL,558894,0,NULL,NULL,11.3,C,Y,str05708@circlek.com
2705709,1,126,275,928-329-7746,1415 E 16th Street,Yuma,AZ,CIRCLE K,CIRTEM,2705709,Sonia Frassinelli,928-941-0075,NULL,177.2,C,Y,str05709@circlek.com
2705728,15,133,11,909-393-3905,4200 Chino Hills Pkwy,Chino Hills,CA,CIRCLE K,CIRTEM,558900,0,NULL,NULL,26.2,C,Y,str05728@circlek.com
2705731,15,155,11,760-255-4305,1502-1520 East Main Street,Barstow,CA,CIRCLE K,CIRTEM,554883,0,NULL,NULL,73.3,C,Y,str05731@circlek.com
2705766,1,149,274,623-877-2051,6972 N 83Rd Ave,Glendale,AZ,CIRCLE K,CIRTEM,554625,Joey Bombolis,623-759-5330,NULL,9.6,C,Y,str05766@circlek.com
2705784,15,153,209,415-457-8090,981 Francisco Blvd,San Rafael,CA,CIRCLE K,CIRTEM,12334487,0,NULL,NULL,35,C,Y,str05784@circlek.com
2705786,15,133,11,949-653-0597,5791-5791 Alton Parkway,Irvine,CA,XOM,MOBIL,NULL,0,NULL,NULL,15.6,C,Y,str05786@circlek.com
2705795,1,10,274,623-936-6887,6710 West Buckeye Road,Phoenix,AZ,CIRCLE K,CIRTEM,554589,Scott Lurth,480-406-7508,NULL,2.7,C,Y,str05795@circlek.com
2705802,15,133,11,909-823-4684,16900 Foothill Blvd,Fontana,CA,CIRCLE K,CIRTEM,554888,0,NULL,NULL,6.8,C,Y,str05802@circlek.com
2705911,15,155,11,760-771-0349,78364 California 111,La Quinta,CA,CIRCLE K,CIRTEM,554875,0,NULL,NULL,73.2,C,Y,str05911@circlek.com
2705914,1,89,274,623-362-3963,8325 W Deer Valley Rd,Peoria,AZ,CIRCLE K,CIRTEM,554613,James Cureton,602-320-6972,NULL,22.9,C,Y,str05914@circlek.com
2705915,1,89,274,480-585-3977,20721 N Scottsdale Rd,Scottsdale,AZ,CIRCLE K,CIRTEM,554772,Rey Zelaya,602-541-6229,NULL,29.8,C,Y,str05915@circlek.com
2705918,1,10,274,480-987-0068,320 E Hunt Highway,Queen Creek,AZ,CIRCLE K,CIRTEM,554750,Sandy Schroeder,480-228-6114,NULL,52.3,C,Y,str05918@circlek.com
2705922,1,89,275,928-714-0908,5650  N US Highway 89,Flagstaff,AZ,CIRCLE K,CIRTEM,554700,Butch Moore,928-243-4024,NULL,151.3,C,Y,str05922@circlek.com
2705923,1,89,275,928-773-0831,3350 S Lake Mary Rd,Flagstaff,AZ,CIRCLE K,CIRTEM,554701,Butch Moore,928-243-4024,NULL,143.9,C,Y,str05923@circlek.com
2705931,3,66,16,352-521-3034,11715 Us Hwy 301,Dade City,FL,Shell,SHELLBR,Sold to:12317916 Ship to:10053826,Randy Mulconrey,NULL,NULL,47.8,C,Y,str05931@circlek.com
2705932,3,20,16,352-748-0848,1001 S Main St,Wildwood,FL,Shell,SHELLBR,Sold to:12317916 Ship to:10048558,Javier Delahoz,NULL,NULL,86.4,C,Y,str05932@circlek.com
2705934,3,56,16,352-753-3211,3 Lagrande Blvd,Lady Lake,FL,Shell,SHELLBR,Sold to:12317916 Ship to:10048425,Javier Delahoz,NULL,NULL,105.1,C,Y,str05934@circlek.com
2705935,3,56,16,352-343-4191,439 S Duncan Dr,Tavares,FL,Shell,SHELLBR,Sold to:12317916 Ship to:10048424,Dean Yeager,NULL,NULL,106,C,Y,str05935@circlek.com
2705936,3,54,266,352-753-7577,1527 Buenos Aires Blvd,Lady Lake,FL,Shell,SHELLBR,Sold to:12317916 Ship to:10048557,Shana Anderson,NULL,NULL,61,C,Y,str05936@circlek.com
2705937,3,66,16,352-583-8228,35075 Cortez Boulevard,Ridge Manor,FL,Shell,SHELLBR,Sold to:12317916 Ship to:10048374,Randy Mulconrey,NULL,NULL,60.9,C,Y,str05937@circlek.com
2705938,3,56,16,352-365-2292,2211 N Citrus Blvd,Leesburg,FL,Shell,SHELLBR,Sold to:12317916 Ship to:10048421,Javier Delahoz,NULL,NULL,97.5,C,Y,str05938@circlek.com
2705941,3,20,16,352-753-8211,3431 Southern Trce,The Villages,FL,Shell,NULL,Sold to:12317916 Ship to:10053829,Javier Delahoz,NULL,NULL,91.8,C,Y,str05941@circlek.com
2705954,1,10,275,480-575-5439,4815 E Carefree Hwy,Phoenix,AZ,Shell,SHELLBR,557051,Rey Zelaya,602-541-6229,NULL,34.3,C,Y,str05954@circlek.com
2705961,3,66,16,352-243-6301,11525 Kingfisher Dr,Clermont,FL,Shell,SHELLBR,Sold to:12317916 Ship to:10048419,Wendy Prevatt,NULL,NULL,91.1,C,Y,str05961@circlek.com
2705963,12,120,16,803-548-3230,1766 Hwy 160 W,Fort Mill,SC,Shell,SHELLBR,10071629 - 12331482,Bob Ellis ,919-951-9124,NULL,22.5,C,Y,str05963@circlek.com
2705973,1,126,274,480-855-7875,1405 North Alma School Road,Chandler,AZ,CIRCLE K,CIRTEM,554590,Michel Lagace,480-532-1290,NULL,27,C,Y,str05973@circlek.com
2705976,3,54,266,407-498-0957,2901 Canoe Creek Rd,St Cloud,FL,Shell,SHELLBR,Sold to:12317916 Ship to:10053822,John Rowland,NULL,NULL,18.4,C,Y,str05976@circlek.com
2705977,3,95,350,813-715-6311,36516 Eiland Blvd,Zephyrhills,FL,CIRCLE K,MAPUNB,Various FL - Tempe,Randy Mulconrey,NULL,NULL,31.6,C,Y,str05977@circlek.com
2705979,3,54,266,386-774-6933,1030 Saxon Blvd,Orange City,FL,Shell,SHELLBR,Sold to:12564170 Ship to:10048565,Clara Lake,NULL,NULL,37.3,C,Y,str05979@circlek.com
2705984,5,65,301,251-649-4645,6111 Lott Road,Semmes,AL,CIRCLE K,MOTUBR,443422,Wanda Hall,NULL,NULL,12.4,C,Y,str05984@circlek.com
2705985,5,92,45,318-741-3160,4151 Airline Dr,Bossier City,LA,Shell,SHELLBR,10047791,James Newman,NULL,NULL,4.1,C,Y,str05985@circlek.com
2705986,5,141,36,850-219-1468,5445 Capital Cr Sw,Tallahassee,FL,BP,BP,None ,Ivan Shurtygin,NULL,NULL,46.9,C,Y,str05986@circlek.com
2705987,5,141,16,850-656-0344,1848 Capital Cr Ne,Tallahassee,FL,Shell,SHELLBR,12317916,TBD,NULL,NULL,45.3,C,Y,str05987@circlek.com
2705988,5,141,36,850-656-7509,6751 Mahan Dr,Tallahassee,FL,CIRCLE K,BPUNB,None ,Ivan Shurtygin,NULL,NULL,49.5,C,Y,str05988@circlek.com
2705989,5,141,16,850-656-7002,2956 E Park Ave,Tallahassee,FL,Shell,SHELLBR,12317916,TBD,NULL,NULL,46.9,C,Y,str05989@circlek.com
2705990,5,141,16,850-668-3354,3424 Thomasville Rd,Tallahassee,FL,Shell,SHELLBR,12317916,TBD,NULL,NULL,43.1,C,Y,str05990@circlek.com
2705991,5,141,16,850-504-1039,5712 W Tennessee St,Tallahassee,FL,Shell,SHELLBR,12317916,TBD,NULL,NULL,39.5,C,Y,str05991@circlek.com
2705992,3,56,16,352-684-8057,14195 Elgin Blvd,Spring Hill,FL,Shell,SHELLBR,Sold to:12317916 Ship to:10051724,Brian Schallenberg,NULL,NULL,51.7,C,Y,str05992@circlek.com
2705995,3,20,16,352-746-6010,2025 N Lecanto Hwy,Lecanto,FL,Shell,SHELLBR,Sold to:12317916 Ship to:10052257,Al Hoffman,NULL,NULL,85.4,C,Y,str05995@circlek.com
2705997,5,65,301,251-344-3356,1395 N University Blvd Ste B,Mobile,AL,Shell,SHELLBR,443424,Wanda Hall,NULL,NULL,12.1,C,Y,str05997@circlek.com
2705998,5,65,301,251-649-7200,9879 Moffett Rd,Semmes Pj,AL,Exxon,EXMOBIL,443415,Wanda Hall,NULL,NULL,20,C,Y,str05998@circlek.com
2705999,5,65,301,251-964-8834,26467 Hwy 59,Loxley,AL,Exxon,EXMOBIL,443415,Allena Mitchell,NULL,NULL,30.2,C,Y,str05999@circlek.com
2706000,18,8,202,575-838-2904,924 South Highway 85,Socorro,NM,Shell,SHELLBR,421075,Rhonda Bowers ,NULL,NULL,124,C,Y,str06000@circlek.com
2706001,18,9,126,575-647-3767,801 East Thorpe Road,DONA ANA,NM,CIRCLE K,CIRTEM,562332,Edgar Sias,NULL,NULL,61.4,C,Y,str06001@circlek.com
2706003,15,133,11,951-246-4441,29955 Haun Rd,Sun City,CA,CIRCLE K,CIRTEM,566806,0,NULL,NULL,30.4,C,Y,str06003@circlek.com
2706004,15,153,113,831-751-9598,1593 N Sanborn Rd,Salinas,CA,CIRCLE K,CIRTEM,12334480,0,NULL,NULL,67.3,C,Y,str06004@circlek.com
2706007,18,9,126,575-527-3493,2680 West Picacho Avenue,Las Cruces,NM,CIRCLE K,CIRTEM,562331,Edgar Sias,NULL,NULL,57.9,C,Y,str06007@circlek.com
2706013,15,133,11,951-928-1074,Case Road,Perris,CA,CIRCLE K,CIRTEM,566807,0,NULL,NULL,24.1,C,Y,str06013@circlek.com
2706015,18,9,126,915-921-7522,12680 Montana Avenue,El Paso,TX,CIRCLE K,CIRTEM,562329,Rogelio Sayago,NULL,NULL,3.1,C,Y,str06015@circlek.com
2706017,15,155,11,760-962-1818,14511 Palmdale Rd,Victorville,CA,CIRCLE K,CIRTEM,558925,0,NULL,NULL,40,C,Y,str06017@circlek.com
2706021,18,9,126,915-921-1518,11685 Pebble Hills Blvd,El Paso,TX,CIRCLE K,CIRTEM,562321,Isela Almanzer,NULL,NULL,4.5,C,Y,str06021@circlek.com
2706022,18,9,126,915-833-1481,900 E Redd Rd,El Paso,TX,CIRCLE K,CIRTEM,562298,Emilio Rios,NULL,NULL,30.4,C,Y,str06022@circlek.com
2706023,18,9,126,915-790-0402,10491 North Loop Road,Socorro,TX,CIRCLE K,CIRTEM,562336,Grace Aguirre ,NULL,NULL,13.1,C,Y,str06023@circlek.com
2706024,18,9,126,915-860-8664,8130 Alameda Avenue,El Paso,TX,CIRCLE K,CIRTEM,562291,Grace Aguirre ,NULL,NULL,15.4,C,Y,str06024@circlek.com
2706025,15,98,46,509-545-4736,4823 Broadmoor Blvd,Pasco,WA,Exxon Mobil,EXMOBIL,2706025,0,NULL,NULL,145.9,C,Y,str06025@circlek.com
2706026,15,98,46,509-943-1533,1401 George Washington Way,Richland,WA,Exxon Mobil,EXMOBIL,2706026,0,NULL,NULL,150.1,C,Y,str06026@circlek.com
2706028,15,98,46,509-545-4136,3109 W Court St,Pasco,WA,Exxon Mobil,EXMOBIL,2706028,0,NULL,NULL,141.9,C,Y,str06028@circlek.com
2706029,15,98,46,509-582-1132,1002 S Washington St,Kennewick,WA,Exxon Mobil,EXMOBIL,2706029,0,NULL,NULL,144.4,C,Y,str06029@circlek.com
2706030,15,98,46,509-222-1276,5301 W Canal Dr,Kennewick,WA,Exxon Mobil,EXMOBIL,2706030,0,NULL,NULL,146.4,C,Y,str06030@circlek.com
2706031,15,98,46,509-627-0462,12231 W Clearwater Ave,Kennewick,WA,Exxon Mobil,EXMOBIL,2706031,0,NULL,NULL,150,C,Y,str06031@circlek.com
2706032,15,98,46,509-627-0439,590 Gage Blvd,Richland,WA,Exxon Mobil,EXMOBIL,2706032,0,NULL,NULL,151.7,C,Y,str06032@circlek.com
2706033,15,98,46,NULL,4201 W 27Th Ave,Kennewick,WA,Exxon Mobil,EXMOBIL,2706033,0,NULL,NULL,149,C,Y,str06033@circlek.com
2706034,15,98,46,509-222-1232,7707 W Deschutes Ave,Kennewick,WA,Exxon Mobil,EXMOBIL,2706034,0,NULL,NULL,149.1,C,Y,str06034@circlek.com
2706035,15,98,46,509-582-1138,2105 W 4Th Ave,Kennewick,WA,Exxon Mobil,EXMOBIL,2706035,0,NULL,NULL,145.9,C,Y,str06035@circlek.com
2706036,15,98,46,509-735-0637,4410 W 10Th Ave,Kennewick,WA,Exxon Mobil,EXXON,2706036,0,NULL,NULL,146.6,C,Y,str06036@circlek.com
2706037,15,98,46,509-967-0433,3957 Van Giesen St,West Richland,WA,Exxon Mobil,EXMOBIL,2706037,0,NULL,NULL,153.6,C,Y,str06037@circlek.com
2706038,15,98,221,509-925-1703,1600 Canyon Rd,Ellensburg,WA,Exxon Mobil,EXMOBIL,2706038,0,NULL,NULL,73.3,C,Y,str06038@circlek.com
2706039,15,98,46,509-545-4235,4805 North Road 68,Pasco,WA,Exxon Mobil,EXMOBIL,2706039,0,NULL,NULL,143.9,C,Y,str06039@circlek.com
2706040,15,98,46,509-234-0434,660 S Columbia Ave,Connell,WA,Exxon Mobil,EXMOBIL,2706040,0,NULL,NULL,107,C,Y,str06040@circlek.com
